faq_id,intent_id,intent_name,category,language,question_type,difficulty,question,answer,ground_truth,source
FAQ0078,INT003,reception_availability,Hotel Information,Arabic,Paraphrased,Easy,في حالة حدوث مشكلة خلال منتصف الليل في Nile Pearl Hotel، هل يمكنني الاتصال بمكتب الاستقبال مباشرة؟,Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0079,INT003,reception_availability,Hotel Information,Arabic,Scenario,Easy,إذا كنت في Nile Pearl Hotel ورغبتم في الاستفسار عن خدمة الغرف في منتصف الليل، هل يمكن التواصل مع مكتب الاستقبال؟,Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0080,INT003,reception_availability,Hotel Information,Arabic,Scenario,Easy,كيف يمكنني الاتصال بمكتب الاستقبال في Nile Pearl Hotel في حالة حدوث مشكلة في الساعة 4 صباحاً؟,Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0081,INT003,reception_availability,Hotel Information,French,Direct,Easy,"Si j'ai un problème en pleine nuit, est-ce que je peux joindre le service d'accueil à l'hôtel Nile Pearl Hotel ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0082,INT003,reception_availability,Hotel Information,French,Direct,Easy,"Si j'ai besoin d'aide en pleine nuit à l'hôtel Nile Pearl Hotel, est-ce que je peux contacter le service d'accueil à tout moment ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0083,INT003,reception_availability,Hotel Information,French,Direct,Easy,"Si j'ai besoin d'aide immédiatement à l'hôtel Nile Pearl Hotel, quelle est la disponibilité de leur service d'accueil?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0084,INT003,reception_availability,Hotel Information,French,Paraphrased,Easy,"Si j'ai besoin d'assistance immédiate à l'hôtel Nile Pearl Hotel, quelles sont les heures d'ouverture du service d'accueil ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0085,INT003,reception_availability,Hotel Information,French,Paraphrased,Easy,"Si vous avez besoin d'aide urgente à l'hôtel Nile Pearl Hotel en pleine nuit, quelles sont les heures d'ouverture du service d'accueil ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0086,INT003,reception_availability,Hotel Information,French,Paraphrased,Easy,"Si vous avez besoin d'assistance tout au long de la journée ou de la nuit à l'hôtel Nile Pearl Hotel, quelles sont les heures d'ouverture du service d'accueil ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0087,INT003,reception_availability,Hotel Information,French,Scenario,Easy,"Si j'ai un problème de dernière minute en pleine nuit, quelles sont les heures d'ouverture du service d'accueil à l'hôtel Nile Pearl Hotel ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0088,INT003,reception_availability,Hotel Information,French,Scenario,Easy,"Si j'ai besoin d'assistance en urgence à l'hôtel Nile Pearl Hotel à 3 heures du matin, seront-ils disponibles ?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0089,INT003,reception_availability,Hotel Information,Russian,Direct,Easy,"Если у меня возникнут проблемы ночью в Nile Pearl Hotel, смогу ли я связаться с рецепцией в любое время?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0090,INT003,reception_availability,Hotel Information,Russian,Direct,Easy,На весь день и ночь работает рецепция Nile Pearl Hotel?,Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0091,INT003,reception_availability,Hotel Information,Russian,Direct,Easy,"Если мне нужно будет обратиться к рецепции в Nile Pearl Hotel в любое время суток, всегда ли они будут доступны?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0092,INT003,reception_availability,Hotel Information,Russian,Paraphrased,Easy,"Если у меня возникнут вопросы в любое время суток, всегда ли я смогу обратиться к рецепции в Nile Pearl Hotel?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0093,INT003,reception_availability,Hotel Information,Russian,Paraphrased,Easy,"Если я застану сотрудников рецепции в Nile Pearl Hotel в любое время суток, всегда ли они будут доступны для помощи?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0094,INT003,reception_availability,Hotel Information,Russian,Paraphrased,Easy,"Если у меня возникнут вопросы в любое время суток, когда я буду жить в Nile Pearl Hotel, всегда ли я смогу обратиться к сотруднику рецепции?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0095,INT003,reception_availability,Hotel Information,Russian,Scenario,Easy,"Если мне понадобится помощь в любое время суток, всегда ли я смогу обратиться к М__':
Нетеллу в Nile Pearl Hotel?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
FAQ0096,INT003,reception_availability,Hotel Information,Russian,Scenario,Easy,"Если я застану кого-нибудь в рецепции Nile Pearl Hotel в час ночи, смогу ли я получить помощь?",Hotel reception operates 24/7.,Hotel reception operates 24/7.,hotel_information.txt
