faq_id,intent_id,intent_name,category,language,question_type,difficulty,question,answer,ground_truth,source
FAQ0021,INT001,hotel_location,Hotel Information,French,Paraphrased,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0022,INT001,hotel_location,Hotel Information,French,Paraphrased,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0023,INT001,hotel_location,Hotel Information,French,Scenario,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0024,INT001,hotel_location,Hotel Information,French,Scenario,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0025,INT001,hotel_location,Hotel Information,Russian,Direct,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0026,INT001,hotel_location,Hotel Information,Russian,Direct,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0027,INT001,hotel_location,Hotel Information,Russian,Direct,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0028,INT001,hotel_location,Hotel Information,Russian,Paraphrased,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0029,INT001,hotel_location,Hotel Information,Russian,Paraphrased,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0030,INT001,hotel_location,Hotel Information,Russian,Paraphrased,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0031,INT001,hotel_location,Hotel Information,Russian,Scenario,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0032,INT001,hotel_location,Hotel Information,Russian,Scenario,Easy,,,"Nile Pearl Hotel is located in Cairo, Egypt.",hotel_information.txt
FAQ0033,INT002,hotel_category,Hotel Information,English,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0034,INT002,hotel_category,Hotel Information,English,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0035,INT002,hotel_category,Hotel Information,English,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0036,INT002,hotel_category,Hotel Information,English,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0037,INT002,hotel_category,Hotel Information,English,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0038,INT002,hotel_category,Hotel Information,English,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0039,INT002,hotel_category,Hotel Information,English,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0040,INT002,hotel_category,Hotel Information,English,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0041,INT002,hotel_category,Hotel Information,Arabic,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0042,INT002,hotel_category,Hotel Information,Arabic,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0043,INT002,hotel_category,Hotel Information,Arabic,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0044,INT002,hotel_category,Hotel Information,Arabic,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0045,INT002,hotel_category,Hotel Information,Arabic,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0046,INT002,hotel_category,Hotel Information,Arabic,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0047,INT002,hotel_category,Hotel Information,Arabic,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0048,INT002,hotel_category,Hotel Information,Arabic,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0049,INT002,hotel_category,Hotel Information,French,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0050,INT002,hotel_category,Hotel Information,French,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0051,INT002,hotel_category,Hotel Information,French,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0052,INT002,hotel_category,Hotel Information,French,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0053,INT002,hotel_category,Hotel Information,French,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0054,INT002,hotel_category,Hotel Information,French,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0055,INT002,hotel_category,Hotel Information,French,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0056,INT002,hotel_category,Hotel Information,French,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0057,INT002,hotel_category,Hotel Information,Russian,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0058,INT002,hotel_category,Hotel Information,Russian,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0059,INT002,hotel_category,Hotel Information,Russian,Direct,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0060,INT002,hotel_category,Hotel Information,Russian,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0061,INT002,hotel_category,Hotel Information,Russian,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0062,INT002,hotel_category,Hotel Information,Russian,Paraphrased,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0063,INT002,hotel_category,Hotel Information,Russian,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0064,INT002,hotel_category,Hotel Information,Russian,Scenario,Easy,,,Nile Pearl Hotel is a 5-star hotel.,hotel_information.txt
FAQ0065,INT003,reception_availability,Hotel Information,English,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0066,INT003,reception_availability,Hotel Information,English,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0067,INT003,reception_availability,Hotel Information,English,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0068,INT003,reception_availability,Hotel Information,English,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0069,INT003,reception_availability,Hotel Information,English,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0070,INT003,reception_availability,Hotel Information,English,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0071,INT003,reception_availability,Hotel Information,English,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0072,INT003,reception_availability,Hotel Information,English,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0073,INT003,reception_availability,Hotel Information,Arabic,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0074,INT003,reception_availability,Hotel Information,Arabic,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0075,INT003,reception_availability,Hotel Information,Arabic,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0076,INT003,reception_availability,Hotel Information,Arabic,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0077,INT003,reception_availability,Hotel Information,Arabic,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0078,INT003,reception_availability,Hotel Information,Arabic,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0079,INT003,reception_availability,Hotel Information,Arabic,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0080,INT003,reception_availability,Hotel Information,Arabic,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0081,INT003,reception_availability,Hotel Information,French,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0082,INT003,reception_availability,Hotel Information,French,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0083,INT003,reception_availability,Hotel Information,French,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0084,INT003,reception_availability,Hotel Information,French,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0085,INT003,reception_availability,Hotel Information,French,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0086,INT003,reception_availability,Hotel Information,French,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0087,INT003,reception_availability,Hotel Information,French,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0088,INT003,reception_availability,Hotel Information,French,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0089,INT003,reception_availability,Hotel Information,Russian,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0090,INT003,reception_availability,Hotel Information,Russian,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0091,INT003,reception_availability,Hotel Information,Russian,Direct,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0092,INT003,reception_availability,Hotel Information,Russian,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0093,INT003,reception_availability,Hotel Information,Russian,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0094,INT003,reception_availability,Hotel Information,Russian,Paraphrased,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0095,INT003,reception_availability,Hotel Information,Russian,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0096,INT003,reception_availability,Hotel Information,Russian,Scenario,Easy,,,Hotel reception operates 24/7.,hotel_information.txt
FAQ0097,INT004,check_in_time,Check-in / Check-out,English,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0098,INT004,check_in_time,Check-in / Check-out,English,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0099,INT004,check_in_time,Check-in / Check-out,English,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0100,INT004,check_in_time,Check-in / Check-out,English,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0101,INT004,check_in_time,Check-in / Check-out,English,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0102,INT004,check_in_time,Check-in / Check-out,English,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0103,INT004,check_in_time,Check-in / Check-out,English,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0104,INT004,check_in_time,Check-in / Check-out,English,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0105,INT004,check_in_time,Check-in / Check-out,Arabic,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0106,INT004,check_in_time,Check-in / Check-out,Arabic,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0107,INT004,check_in_time,Check-in / Check-out,Arabic,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0108,INT004,check_in_time,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0109,INT004,check_in_time,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0110,INT004,check_in_time,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0111,INT004,check_in_time,Check-in / Check-out,Arabic,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0112,INT004,check_in_time,Check-in / Check-out,Arabic,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0113,INT004,check_in_time,Check-in / Check-out,French,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0114,INT004,check_in_time,Check-in / Check-out,French,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0115,INT004,check_in_time,Check-in / Check-out,French,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0116,INT004,check_in_time,Check-in / Check-out,French,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0117,INT004,check_in_time,Check-in / Check-out,French,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0118,INT004,check_in_time,Check-in / Check-out,French,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0119,INT004,check_in_time,Check-in / Check-out,French,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0120,INT004,check_in_time,Check-in / Check-out,French,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0121,INT004,check_in_time,Check-in / Check-out,Russian,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0122,INT004,check_in_time,Check-in / Check-out,Russian,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0123,INT004,check_in_time,Check-in / Check-out,Russian,Direct,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0124,INT004,check_in_time,Check-in / Check-out,Russian,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0125,INT004,check_in_time,Check-in / Check-out,Russian,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0126,INT004,check_in_time,Check-in / Check-out,Russian,Paraphrased,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0127,INT004,check_in_time,Check-in / Check-out,Russian,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0128,INT004,check_in_time,Check-in / Check-out,Russian,Scenario,Easy,,,Standard check-in time is 3:00 PM.,check_in_check_out.txt
FAQ0129,INT005,check_out_time,Check-in / Check-out,English,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0130,INT005,check_out_time,Check-in / Check-out,English,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0131,INT005,check_out_time,Check-in / Check-out,English,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0132,INT005,check_out_time,Check-in / Check-out,English,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0133,INT005,check_out_time,Check-in / Check-out,English,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0134,INT005,check_out_time,Check-in / Check-out,English,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0135,INT005,check_out_time,Check-in / Check-out,English,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0136,INT005,check_out_time,Check-in / Check-out,English,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0137,INT005,check_out_time,Check-in / Check-out,Arabic,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0138,INT005,check_out_time,Check-in / Check-out,Arabic,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0139,INT005,check_out_time,Check-in / Check-out,Arabic,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0140,INT005,check_out_time,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0141,INT005,check_out_time,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0142,INT005,check_out_time,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0143,INT005,check_out_time,Check-in / Check-out,Arabic,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0144,INT005,check_out_time,Check-in / Check-out,Arabic,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0145,INT005,check_out_time,Check-in / Check-out,French,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0146,INT005,check_out_time,Check-in / Check-out,French,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0147,INT005,check_out_time,Check-in / Check-out,French,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0148,INT005,check_out_time,Check-in / Check-out,French,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0149,INT005,check_out_time,Check-in / Check-out,French,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0150,INT005,check_out_time,Check-in / Check-out,French,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0151,INT005,check_out_time,Check-in / Check-out,French,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0152,INT005,check_out_time,Check-in / Check-out,French,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0153,INT005,check_out_time,Check-in / Check-out,Russian,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0154,INT005,check_out_time,Check-in / Check-out,Russian,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0155,INT005,check_out_time,Check-in / Check-out,Russian,Direct,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0156,INT005,check_out_time,Check-in / Check-out,Russian,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0157,INT005,check_out_time,Check-in / Check-out,Russian,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0158,INT005,check_out_time,Check-in / Check-out,Russian,Paraphrased,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0159,INT005,check_out_time,Check-in / Check-out,Russian,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0160,INT005,check_out_time,Check-in / Check-out,Russian,Scenario,Easy,,,Standard check-out time is 12:00 PM.,check_in_check_out.txt
FAQ0161,INT006,early_check_in,Check-in / Check-out,English,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0162,INT006,early_check_in,Check-in / Check-out,English,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0163,INT006,early_check_in,Check-in / Check-out,English,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0164,INT006,early_check_in,Check-in / Check-out,English,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0165,INT006,early_check_in,Check-in / Check-out,English,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0166,INT006,early_check_in,Check-in / Check-out,English,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0167,INT006,early_check_in,Check-in / Check-out,English,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0168,INT006,early_check_in,Check-in / Check-out,English,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0169,INT006,early_check_in,Check-in / Check-out,Arabic,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0170,INT006,early_check_in,Check-in / Check-out,Arabic,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0171,INT006,early_check_in,Check-in / Check-out,Arabic,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0172,INT006,early_check_in,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0173,INT006,early_check_in,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0174,INT006,early_check_in,Check-in / Check-out,Arabic,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0175,INT006,early_check_in,Check-in / Check-out,Arabic,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0176,INT006,early_check_in,Check-in / Check-out,Arabic,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0177,INT006,early_check_in,Check-in / Check-out,French,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0178,INT006,early_check_in,Check-in / Check-out,French,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0179,INT006,early_check_in,Check-in / Check-out,French,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0180,INT006,early_check_in,Check-in / Check-out,French,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0181,INT006,early_check_in,Check-in / Check-out,French,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0182,INT006,early_check_in,Check-in / Check-out,French,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0183,INT006,early_check_in,Check-in / Check-out,French,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0184,INT006,early_check_in,Check-in / Check-out,French,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0185,INT006,early_check_in,Check-in / Check-out,Russian,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0186,INT006,early_check_in,Check-in / Check-out,Russian,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0187,INT006,early_check_in,Check-in / Check-out,Russian,Direct,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0188,INT006,early_check_in,Check-in / Check-out,Russian,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0189,INT006,early_check_in,Check-in / Check-out,Russian,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0190,INT006,early_check_in,Check-in / Check-out,Russian,Paraphrased,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0191,INT006,early_check_in,Check-in / Check-out,Russian,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0192,INT006,early_check_in,Check-in / Check-out,Russian,Scenario,Easy,,,Early check-in is subject to room availability and hotel approval.,check_in_check_out.txt
FAQ0193,INT007,late_check_out,Check-in / Check-out,English,Direct,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
FAQ0194,INT007,late_check_out,Check-in / Check-out,English,Direct,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
FAQ0195,INT007,late_check_out,Check-in / Check-out,English,Direct,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
FAQ0196,INT007,late_check_out,Check-in / Check-out,English,Paraphrased,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
FAQ0197,INT007,late_check_out,Check-in / Check-out,English,Paraphrased,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
FAQ0198,INT007,late_check_out,Check-in / Check-out,English,Paraphrased,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
FAQ0199,INT007,late_check_out,Check-in / Check-out,English,Scenario,Easy,,,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt
