faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0879,INT004,French,Direct,À quelle heure commence normalement le check-in ?,Active,check_in_time,L'enregistrement normal commence à 15h00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,L'enregistrement normal commence à 15h00.
FAQ0880,INT004,Russian,Direct,С какого времени начинается обычное заселение?,Active,check_in_time,Стандартное время регистрации заезда — 15:00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Стандартное время регистрации заезда — 15:00.
FAQ0881,INT005,Arabic,Scenario,عايز أحدد موعد المواصلات يوم المغادرة؛ إيه الموعد المعتاد لتسجيل الخروج؟,Active,check_out_time,وقت تسجيل المغادرة المعتاد هو الساعة 12:00 ظهرًا.,Check-in / Check-out,check_in_check_out.txt,0,Easy,وقت تسجيل المغادرة المعتاد هو الساعة 12:00 ظهرًا.
FAQ0882,INT005,English,Direct,What time is designated for regular check-out?,Active,check_out_time,The standard check-out time is 12:00 PM.,Check-in / Check-out,check_in_check_out.txt,0,Easy,The standard check-out time is 12:00 PM.
FAQ0883,INT005,French,Paraphrased,À quelle heure les clients sont-ils normalement tenus de partir ?,Active,check_out_time,L'heure normale de départ est 12h00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,L'heure normale de départ est 12h00.
FAQ0884,INT005,Russian,Scenario,Я бронирую транспорт после отъезда. На какое время ориентироваться для стандартного выезда?,Active,check_out_time,Стандартное время регистрации выезда — 12:00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Стандартное время регистрации выезда — 12:00.
FAQ0885,INT006,Arabic,Paraphrased,هل من الممكن طلب استلام الغرفة قبل موعد تسجيل الوصول إذا توفرت غرفة وحصلت موافقة الفندق؟,Active,early_check_in,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.,Check-in / Check-out,check_in_check_out.txt,0,Medium,نعم، يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرفة وموافقة الفندق.
FAQ0886,INT006,English,Scenario,My arrival is earlier than the standard check-in time. Am I allowed to request early check-in?,Active,early_check_in,Early check-in can be requested and is subject to room availability and hotel approval.,Check-in / Check-out,check_in_check_out.txt,0,Medium,"Yes. Early check-in can be requested, subject to room availability and hotel approval."
FAQ0887,INT006,French,Direct,Puis-je faire une demande pour arriver avant l'heure habituelle de check-in ?,Active,early_check_in,L'arrivée anticipée peut être demandée et dépend de la disponibilité de la chambre et de l'approbation de l'hôtel.,Check-in / Check-out,check_in_check_out.txt,0,Medium,Oui. Une arrivée anticipée peut être demandée selon la disponibilité de la chambre et l'approbation de l'hôtel.
FAQ0888,INT006,Russian,Paraphrased,Разрешено ли запросить более раннее заселение при наличии свободного номера и одобрении отеля?,Active,early_check_in,"Ранний заезд можно запросить, но он зависит от наличия свободных номеров и одобрения отеля.",Check-in / Check-out,check_in_check_out.txt,0,Medium,"Да. Ранний заезд можно запросить, но он зависит от наличия свободных номеров и одобрения отеля."
FAQ0889,INT007,Arabic,Direct,هل يمكنني تقديم طلب لتسجيل مغادرة متأخر؟,Active,late_check_out,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,Check-in / Check-out,check_in_check_out.txt,0,Medium,نعم، يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.
FAQ0890,INT007,English,Scenario,I have several hours between normal check-out and my flight. Can I ask to keep the room later?,Active,late_check_out,Late check-out can be requested and is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,0,Medium,"Yes. Late check-out can be requested, subject to availability, and may incur an additional fee."
FAQ0891,INT007,French,Paraphrased,Est-il possible de solliciter un départ après l'heure habituelle de check-out ?,Active,late_check_out,"Un départ tardif peut être demandé et dépend de la disponibilité, avec des frais supplémentaires possibles.",Check-in / Check-out,check_in_check_out.txt,0,Medium,"Oui. Un départ tardif peut être demandé selon la disponibilité, avec des frais supplémentaires possibles."
FAQ0892,INT007,Russian,Direct,Можно ли запросить более позднее время освобождения номера?,Active,late_check_out,"Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.",Check-in / Check-out,check_in_check_out.txt,0,Medium,"Да. Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату."
FAQ0893,INT008,Arabic,Scenario,وأنا بحضر حاجتي للسفر، هل لازم يكون معايا إثبات هوية ساري عند تسجيل الوصول؟,Active,identification_required,يجب على الضيوف تقديم وثيقة هوية سارية أثناء تسجيل الوصول.,Check-in / Check-out,identification_policy.txt,0,Medium,نعم، يجب على الضيوف تقديم وثيقة هوية سارية أثناء تسجيل الوصول.
FAQ0894,INT008,English,Direct,Is a valid ID needed when a guest checks in?,Active,identification_required,Guests are required to provide valid identification documents during check-in.,Check-in / Check-out,identification_policy.txt,0,Medium,Yes. Guests are required to provide valid identification documents during check-in.
FAQ0895,INT008,French,Scenario,"Avant de partir, je vérifie mes papiers : une pièce d'identité valide est-elle obligatoire pour le check-in ?",Active,identification_required,Les clients doivent présenter une pièce d'identité valide lors de l'enregistrement.,Check-in / Check-out,identification_policy.txt,0,Medium,Oui. Les clients doivent présenter une pièce d'identité valide lors de l'enregistrement.
FAQ0896,INT008,Russian,Paraphrased,Требуется ли действительное удостоверение личности для прохождения регистрации в отеле?,Active,identification_required,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации.",Check-in / Check-out,identification_policy.txt,0,Medium,"Да. При регистрации гости должны предъявить действительный документ, удостоверяющий личность."
