issue,details
INT005_ANSWER_TIME,FAQ0339
INT005_GT_TIME,FAQ0340
INT005_ANSWER_TIME,FAQ0340
INT004_GT_TIME,FAQ0365
INT004_ANSWER_TIME,FAQ0365
INT004_GT_TIME,FAQ0366
INT004_ANSWER_TIME,FAQ0366
INT004_GT_TIME,FAQ0367
INT004_GT_TIME,FAQ0368
INT004_ANSWER_TIME,FAQ0368
INT005_GT_TIME,FAQ0369
INT005_ANSWER_TIME,FAQ0369
INT005_GT_TIME,FAQ0370
INT005_ANSWER_TIME,FAQ0370
INT005_GT_TIME,FAQ0371
INT005_ANSWER_TIME,FAQ0371
INT005_GT_TIME,FAQ0372
INT005_ANSWER_TIME,FAQ0372
INT004_GT_TIME,FAQ0397
INT004_ANSWER_TIME,FAQ0397
INT004_GT_TIME,FAQ0398
INT004_ANSWER_TIME,FAQ0398
INT004_GT_TIME,FAQ0399
INT004_GT_TIME,FAQ0400
INT004_ANSWER_TIME,FAQ0400
INT005_GT_TIME,FAQ0401
INT005_ANSWER_TIME,FAQ0401
INT005_GT_TIME,FAQ0402
INT005_ANSWER_TIME,FAQ0402
INT005_GT_TIME,FAQ0403
INT005_ANSWER_TIME,FAQ0403
INT005_GT_TIME,FAQ0404
INT005_ANSWER_TIME,FAQ0404
INT004_GT_TIME,FAQ0429
INT004_ANSWER_TIME,FAQ0429
INT004_GT_TIME,FAQ0430
INT004_ANSWER_TIME,FAQ0430
INT004_GT_TIME,FAQ0431
INT004_GT_TIME,FAQ0432
INT004_ANSWER_TIME,FAQ0432
INT005_GT_TIME,FAQ0433
INT005_ANSWER_TIME,FAQ0433
INT005_GT_TIME,FAQ0434
INT005_ANSWER_TIME,FAQ0434
INT005_GT_TIME,FAQ0435
INT005_ANSWER_TIME,FAQ0435
INT005_GT_TIME,FAQ0436
INT005_ANSWER_TIME,FAQ0436
INT004_GT_TIME,FAQ0461
INT004_ANSWER_TIME,FAQ0461
INT004_GT_TIME,FAQ0462
INT004_ANSWER_TIME,FAQ0462
INT004_GT_TIME,FAQ0464
INT004_ANSWER_TIME,FAQ0464
INT005_GT_TIME,FAQ0465
INT005_ANSWER_TIME,FAQ0465
INT005_GT_TIME,FAQ0466
INT005_ANSWER_TIME,FAQ0466
INT005_GT_TIME,FAQ0468
INT005_ANSWER_TIME,FAQ0468
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0257', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0258', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0259', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0260', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0261', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0262', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0263', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0264', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0265', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0266', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0267', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0268', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0269', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0270', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0271', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0272', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0273', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0274', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0275', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0276', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0277', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0278', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0279', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0280', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0281', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0282', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0283', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0284', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0285', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0286', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0287', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0288', 'source': 'batch_02'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0289', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0290', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0291', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0292', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0293', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0294', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0295', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0296', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0297', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0298', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0299', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0300', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0301', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0302', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0303', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0304', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0305', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0306', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0307', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0308', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0309', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0310', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0311', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0312', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0313', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0314', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0315', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0316', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0317', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0318', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0319', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0320', 'source': 'Generated Batch 03'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0321', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0322', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0323', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0324', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0325', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0326', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0327', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0328', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0329', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0330', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0331', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0332', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0333', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0334', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0335', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0336', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0337', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0338', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0339', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0340', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0341', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0342', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0343', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0344', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0345', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0346', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0347', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0348', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0349', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0350', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0351', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0352', 'source': 'Generated Batch 04'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0353', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0354', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0355', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0356', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0357', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0358', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0359', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0360', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0361', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0362', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0363', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0364', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0365', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0366', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0367', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0368', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0369', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0370', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0371', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0372', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0373', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0374', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0375', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0376', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0377', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0378', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0379', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0380', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0381', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0382', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0383', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0384', 'source': 'Generated Batch 05'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0385', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0386', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0387', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0388', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0389', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0390', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0391', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0392', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0393', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0394', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0395', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0396', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0397', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0398', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0399', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0400', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0401', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0402', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0403', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0404', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0405', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0406', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0407', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0408', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0409', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0410', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0411', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0412', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0413', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0414', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0415', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0416', 'source': 'Generated Batch 06'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0417', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0418', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0419', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0420', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0421', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0422', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0423', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0424', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0425', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0426', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0427', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0428', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0429', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0430', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0431', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0432', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0433', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0434', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0435', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0436', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0437', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0438', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0439', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0440', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0441', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0442', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0443', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0444', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0445', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0446', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0447', 'source': 'Generated Batch 07'}"
SOURCE_NOT_FOUND,"{'faq_id': 'FAQ0448', 'source': 'Generated Batch 07'}"
