batch_faq_id,master_faq_id,batch_intent,master_intent,batch_language,master_language,similarity,batch_question,master_question
FAQ0482,FAQ0003,INT001,INT001,English,English,0.545455,What city is the Nile Pearl Hotel based in?,In which city is Nile Pearl Hotel located?
FAQ0482,FAQ0258,INT001,INT001,English,English,0.538462,What city is the Nile Pearl Hotel based in?,Which part of the city is Nile Pearl Hotel located in?
FAQ0482,FAQ0036,INT001,INT002,English,English,0.5,What city is the Nile Pearl Hotel based in?,What is the star classification of Nile Pearl Hotel?
FAQ0482,FAQ0262,INT001,INT002,English,English,0.5,What city is the Nile Pearl Hotel based in?,What hotel category is Nile Pearl Hotel?
FAQ0482,FAQ0450,INT001,INT001,English,English,0.5,What city is the Nile Pearl Hotel based in?,Which city is home to the Nile Pearl Hotel?
FAQ0482,FAQ0004,INT001,INT001,English,English,0.461538,What city is the Nile Pearl Hotel based in?,In which city can I find the Nile Pearl Hotel?
FAQ0482,FAQ0035,INT001,INT002,English,English,0.384615,What city is the Nile Pearl Hotel based in?,What category of hotel is Nile Pearl Hotel classified as?
FAQ0482,FAQ0038,INT001,INT002,English,English,0.384615,What city is the Nile Pearl Hotel based in?,What star classification is assigned to Nile Pearl Hotel?
FAQ0482,FAQ0002,INT001,INT001,English,English,0.375,What city is the Nile Pearl Hotel based in?,Could you tell me which city and area Nile Pearl Hotel is in?
FAQ0482,FAQ0131,INT001,INT005,English,English,0.375,What city is the Nile Pearl Hotel based in?,What is the hotel's regular departure time for guests at Nile Pearl Hotel?
FAQ0483,FAQ0451,INT001,INT001,French,French,0.4375,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Dans quelle ville se trouve le Nile Pearl Hotel ?
FAQ0483,FAQ0021,INT001,INT001,French,French,0.368421,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Dans quelle ville et dans quel secteur se situe le Nile Pearl Hotel ?
FAQ0483,FAQ0419,INT001,INT001,French,French,0.368421,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Comment puis-je situer le Nile Pearl Hotel dans la ville du Caire ?
FAQ0483,FAQ0056,INT001,INT002,French,French,0.32,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?","Pour choisir mon hôtel lors de mon voyage en Égypte, j'envisage le Nile Pearl Hotel. Combien d'étoiles lui sont attribuées?"
FAQ0483,FAQ0115,INT001,INT004,French,French,0.315789,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Quelle est l'heure de réservation d'entrée pour le Nile Pearl Hotel?
FAQ0483,FAQ0259,INT001,INT001,French,French,0.3,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Dans quel quartier de la ville se trouve le Nile Pearl Hotel ?
FAQ0483,FAQ0019,INT001,INT001,French,French,0.277778,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Dans quelle zone se trouve l'hôtel Nile Pearl Hotel ?
FAQ0483,FAQ0263,INT001,INT002,French,French,0.277778,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?
FAQ0483,FAQ0054,INT001,INT002,French,French,0.263158,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Dans quelle catégorie d'hôtel se situe exactement Nile Pearl Hotel?
FAQ0483,FAQ0323,INT001,INT001,French,French,0.26087,"Pour un voyage en Égypte, dans quelle ville puis-je trouver le Nile Pearl Hotel ?",Quel quartier ou point de repère proche puis-je utiliser pour localiser le Nile Pearl Hotel ?
FAQ0484,FAQ0030,INT001,INT001,Russian,Russian,0.6,В каком городе Египта расположен Nile Pearl Hotel?,В каком районе Каира расположен Nile Pearl Hotel?
FAQ0484,FAQ0388,INT001,INT001,Russian,Russian,0.5,В каком городе Египта расположен Nile Pearl Hotel?,Где в Каире расположен Nile Pearl Hotel?
FAQ0484,FAQ0029,INT001,INT001,Russian,Russian,0.454545,В каком городе Египта расположен Nile Pearl Hotel?,В какой части города расположен Nile Pearl Hotel?
FAQ0484,FAQ0059,INT001,INT002,Russian,Russian,0.454545,В каком городе Египта расположен Nile Pearl Hotel?,В каком классе отеля находится Nile Pearl Hotel?
FAQ0484,FAQ0452,INT001,INT001,Russian,Russian,0.428571,В каком городе Египта расположен Nile Pearl Hotel?,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?"
FAQ0484,FAQ0026,INT001,INT001,Russian,Russian,0.416667,В каком городе Египта расположен Nile Pearl Hotel?,Каков точный адрес отеля Nile Pearl Hotel в городе?
FAQ0484,FAQ0260,INT001,INT001,Russian,Russian,0.416667,В каком городе Египта расположен Nile Pearl Hotel?,В каком районе города находится отель Nile Pearl Hotel?
FAQ0484,FAQ0027,INT001,INT001,Russian,Russian,0.4,В каком городе Египта расположен Nile Pearl Hotel?,Где расположен отель Nile Pearl Hotel?
FAQ0484,FAQ0032,INT001,INT001,Russian,Russian,0.4,В каком городе Египта расположен Nile Pearl Hotel?,"Вы планируете поездку в Египет и интересуетесь, в каком городе находится Nile Pearl Hotel?"
FAQ0484,FAQ0028,INT001,INT001,Russian,Russian,0.384615,В каком городе Египта расположен Nile Pearl Hotel?,"Как называется город, в котором расположен отель Nile Pearl Hotel?"
FAQ0485,FAQ0047,INT002,INT002,Arabic,Arabic,0.28,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,إذا كنت أختار Nile Pearl Hotel للإقامة في القاهرة، فما هو تصنيف الفندق من حيث عدد النجوم؟
FAQ0485,FAQ0421,INT002,INT002,Arabic,Arabic,0.25,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,إلى أي فئة من فئات الفنادق يُنسب Nile Pearl Hotel؟
FAQ0485,FAQ0137,INT002,INT005,Arabic,Arabic,0.227273,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,متى يجب على النزيل إتمام إجراءات تسجيل الخروج من Nile Pearl Hotel؟
FAQ0485,FAQ0139,INT002,INT005,Arabic,Arabic,0.217391,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,متى يجب على الضيوف إتمام تسجيل الخروج المعتاد من فندق Nile Pearl Hotel؟
FAQ0485,FAQ0449,INT002,INT001,Arabic,Arabic,0.217391,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟
FAQ0485,FAQ0075,INT002,INT003,Arabic,Arabic,0.214286,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,إذا كنت في Nile Pearl Hotel وتحتاج إلى مساعدة فورية في أي وقت من اليوم، هل يمكنني الاتصال بمكتب الاستقبال؟
FAQ0485,FAQ0325,INT002,INT002,Arabic,Arabic,0.210526,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,ما فئة Nile Pearl Hotel ضمن تصنيفات الفنادق؟
FAQ0485,FAQ0073,INT002,INT003,Arabic,Arabic,0.206897,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,إذا كنت تحتاج إلى التواصل مع مكتب الاستقبال في Nile Pearl Hotel في أي وقت من اليوم، فما هي ساعات عملهم؟
FAQ0485,FAQ0074,INT002,INT003,Arabic,Arabic,0.206897,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,إذا كنت في Nile Pearl Hotel وتحتاج إلى المساعدة في أي وقت، هل يمكنك التواصل مع مكتب الاستقبال على مدار الساعة؟
FAQ0485,FAQ0045,INT002,INT002,Arabic,Arabic,0.2,إذا كنت أختار فندقًا من فئة خمس نجوم، فهل ينطبق ذلك على Nile Pearl Hotel؟,ما فئة النجوم التي ينتمي إليها Nile Pearl Hotel؟
FAQ0486,FAQ0034,INT002,INT002,English,English,0.333333,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,What star rating does Nile Pearl Hotel have?
FAQ0486,FAQ0050,INT002,INT002,English,French,0.266667,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,Combien d'étoiles a l'hôtel Nile Pearl Hotel?
FAQ0486,FAQ0326,INT002,INT002,English,English,0.266667,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,What hotel classification does Nile Pearl Hotel have?
FAQ0486,FAQ0005,INT002,INT001,English,English,0.25,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,Where can I find the Nile Pearl Hotel?
FAQ0486,FAQ0039,INT002,INT002,English,English,0.25,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,"If I am choosing Nile Pearl Hotel for my stay in Cairo, what star rating does the hotel have?"
FAQ0486,FAQ0104,INT002,INT004,English,English,0.227273,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,"As a guest arriving at Nile Pearl Hotel, what time can I normally check in?"
FAQ0486,FAQ0390,INT002,INT002,English,English,0.227273,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,"Before booking a room, how can I tell what category Nile Pearl Hotel belongs to?"
FAQ0486,FAQ0454,INT002,INT002,English,English,0.227273,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,I am comparing hotels in Cairo. What star category does Nile Pearl Hotel belong to?
FAQ0486,FAQ0004,INT002,INT001,English,English,0.222222,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,In which city can I find the Nile Pearl Hotel?
FAQ0486,FAQ0037,INT002,INT002,English,English,0.222222,I prefer a five-star property. Does Nile Pearl Hotel meet that rating?,How is Nile Pearl Hotel classified within the hotel rating system?
FAQ0487,FAQ0327,INT002,INT002,French,French,0.461538,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?
FAQ0487,FAQ0177,INT002,INT006,French,French,0.416667,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Le check-in anticipé est-il disponible au Nile Pearl Hotel?
FAQ0487,FAQ0475,INT002,INT007,French,French,0.416667,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Le départ tardif est-il possible au Nile Pearl Hotel ?
FAQ0487,FAQ0263,INT002,INT002,French,French,0.307692,Le Nile Pearl Hotel est-il classé cinq étoiles ?,À quelle catégorie hôtelière appartient le Nile Pearl Hotel ?
FAQ0487,FAQ0451,INT002,INT001,French,French,0.307692,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Dans quelle ville se trouve le Nile Pearl Hotel ?
FAQ0487,FAQ0049,INT002,INT002,French,French,0.285714,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?
FAQ0487,FAQ0359,INT002,INT002,French,French,0.285714,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Quel est le classement général attribué au Nile Pearl Hotel ?
FAQ0487,FAQ0001,INT002,INT001,French,English,0.272727,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Where is Nile Pearl Hotel located?
FAQ0487,FAQ0027,INT002,INT001,French,Russian,0.272727,Le Nile Pearl Hotel est-il classé cinq étoiles ?,Где расположен отель Nile Pearl Hotel?
FAQ0487,FAQ0262,INT002,INT002,French,English,0.272727,Le Nile Pearl Hotel est-il classé cinq étoiles ?,What hotel category is Nile Pearl Hotel?
FAQ0488,FAQ0058,INT002,INT002,Russian,Russian,0.333333,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?",Какая категория отеля является для Nile Pearl Hotel?
FAQ0488,FAQ0456,INT002,INT002,Russian,Russian,0.285714,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?",Сколько звёзд у Nile Pearl Hotel?
FAQ0488,FAQ0249,INT002,INT008,Russian,Russian,0.263158,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?",Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?
FAQ0488,FAQ0089,INT002,INT003,Russian,Russian,0.25,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?","Если у меня возникнут проблемы ночью в Nile Pearl Hotel, смогу ли я связаться с рецепцией в любое время?"
FAQ0488,FAQ0186,INT002,INT006,Russian,Russian,0.25,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?",Разрешает ли отель Nile Pearl Hotel ранний заезд?
FAQ0488,FAQ0092,INT002,INT003,Russian,Russian,0.24,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?","Если у меня возникнут вопросы в любое время суток, всегда ли я смогу обратиться к рецепции в Nile Pearl Hotel?"
FAQ0488,FAQ0093,INT002,INT003,Russian,Russian,0.24,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?","Если я застану сотрудников рецепции в Nile Pearl Hotel в любое время суток, всегда ли они будут доступны для помощи?"
FAQ0488,FAQ0191,INT002,INT006,Russian,Russian,0.238095,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?","Если я приеду раньше времени заезда, смогу ли я заранее зарегистрироваться заезда в Nile Pearl Hotel?"
FAQ0488,FAQ0185,INT002,INT006,Russian,Russian,0.235294,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?",Доступна ли ранняя регистрация заезда в Nile Pearl Hotel?
FAQ0488,FAQ0264,INT002,INT002,Russian,Russian,0.235294,"Если для меня важна категория пять звёзд, подходит ли Nile Pearl Hotel?",Сколько звёзд или какой класс имеет Nile Pearl Hotel?
FAQ0489,FAQ0393,INT003,INT003,Arabic,Arabic,0.5,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,هل يمكنني التواصل مع مكتب الاستقبال في أي وقت؟
FAQ0489,FAQ0277,INT003,INT006,Arabic,Arabic,0.307692,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,هل يسمح الفندق بتسجيل الوصول في وقت مبكر؟
FAQ0489,FAQ0074,INT003,INT003,Arabic,Arabic,0.26087,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,إذا كنت في Nile Pearl Hotel وتحتاج إلى المساعدة في أي وقت، هل يمكنك التواصل مع مكتب الاستقبال على مدار الساعة؟
FAQ0489,FAQ0297,INT003,INT003,Arabic,Arabic,0.25,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,هل يمكنني الوصول إلى موظفي الاستقبال في أي وقت من اليوم؟
FAQ0489,FAQ0377,INT003,INT007,Arabic,Arabic,0.25,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,هل يمكن تمديد إقامتي في الغرفة إلى ما بعد وقت المغادرة؟
FAQ0489,FAQ0329,INT003,INT003,Arabic,Arabic,0.235294,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,إذا احتجت إلى مساعدة في الفندق ليلًا، هل سأجد موظف استقبال متاحًا؟
FAQ0489,FAQ0077,INT003,INT003,Arabic,Arabic,0.222222,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,في حالة الطوارئ في Nile Pearl Hotel، هل يمكنني الاتصال بمكتب الاستقبال في أي وقت؟
FAQ0489,FAQ0107,INT003,INT004,Arabic,Arabic,0.222222,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,في أي وقت يمكن للنزلاء تسجيل الوصول إلى غرفهم في فندق Nile Pearl Hotel؟
FAQ0489,FAQ0079,INT003,INT003,Arabic,Arabic,0.217391,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,إذا كنت في Nile Pearl Hotel ورغبتم في الاستفسار عن خدمة الغرف في منتصف الليل، هل يمكن التواصل مع مكتب الاستقبال؟
FAQ0489,FAQ0265,INT003,INT003,Arabic,Arabic,0.214286,هل يمكن التواصل مع استقبال الفندق في أي وقت؟,هل مكتب استقبال الفندق يعمل على مدار الساعة؟
FAQ0490,FAQ0458,INT003,INT003,English,English,0.75,"If I need help late at night, will the hotel reception still be available?","If I need help at the front desk late at night, will the reception be available?"
FAQ0490,FAQ0330,INT003,INT003,English,English,0.666667,"If I need help late at night, will the hotel reception still be available?","If I need assistance at the hotel late at night, will a reception staff member be available?"
FAQ0490,FAQ0426,INT003,INT003,English,English,0.611111,"If I need help late at night, will the hotel reception still be available?","If I arrive at the hotel very late, will a reception employee still be available?"
FAQ0490,FAQ0072,INT003,INT003,English,English,0.347826,"If I need help late at night, will the hotel reception still be available?","If you need to reach the reception at Nile Pearl Hotel at 3 AM, would they be available?"
FAQ0490,FAQ0198,INT003,INT007,English,English,0.269231,"If I need help late at night, will the hotel reception still be available?","Can I have a late check-out at Nile Pearl Hotel, and if so, will there be any additional charges?"
FAQ0490,FAQ0199,INT003,INT007,English,English,0.258065,"If I need help late at night, will the hotel reception still be available?","If I need to stay at Nile Pearl Hotel longer because of a late departure, can I request a late check-out and will there be an additional fee?"
FAQ0490,FAQ0195,INT003,INT007,English,English,0.25,"If I need help late at night, will the hotel reception still be available?","Is late check-out available at Nile Pearl Hotel, and if so, what conditions must be met?"
FAQ0490,FAQ0068,INT003,INT003,English,English,0.238095,"If I need help late at night, will the hotel reception still be available?",How can I contact the reception at Nile Pearl Hotel at any time?
FAQ0490,FAQ0069,INT003,INT003,English,English,0.222222,"If I need help late at night, will the hotel reception still be available?","If you need assistance at the reception desk at Nile Pearl Hotel anytime, what should you know about their operating hours?"
FAQ0490,FAQ0366,INT003,INT004,English,English,0.217391,"If I need help late at night, will the hotel reception still be available?","If I arrive at the hotel in the afternoon, from what time can I start checking in?"
FAQ0491,FAQ0459,INT003,INT003,French,French,0.692308,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,La réception du Nile Pearl Hotel est-elle disponible à toute heure ?
FAQ0491,FAQ0147,INT003,INT005,French,French,0.375,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?
FAQ0491,FAQ0083,INT003,INT003,French,French,0.368421,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,Puis-je contacter la réception du Nile Pearl Hotel à tout moment si j'ai besoin d'aide ?
FAQ0491,FAQ0455,INT003,INT002,French,French,0.357143,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,Quelle est la catégorie du Nile Pearl Hotel ?
FAQ0491,FAQ0053,INT003,INT002,French,French,0.333333,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,Quelle est la categorisation étoile du Nile Pearl Hotel?
FAQ0491,FAQ0423,INT003,INT002,French,French,0.333333,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,Quelle est la classification hôtelière du Nile Pearl Hotel ?
FAQ0491,FAQ0084,INT003,INT003,French,French,0.315789,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,La réception du Nile Pearl Hotel reste-t-elle accessible aux clients lorsqu'ils ont besoin d'assistance ?
FAQ0491,FAQ0335,INT003,INT004,French,French,0.3125,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,À quelle heure commence normalement l'enregistrement au Nile Pearl Hotel ?
FAQ0491,FAQ0088,INT003,INT003,French,French,0.304348,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,"Si j'ai besoin d'une assistance urgente à l'hôtel Nile Pearl Hotel à 3 heures du matin, puis-je contacter la réception?"
FAQ0491,FAQ0148,INT003,INT005,French,French,0.3,Peut-on joindre la réception du Nile Pearl Hotel à toute heure ?,À quelle heure dois-je libérer ma chambre au Nile Pearl Hotel le jour du départ ?
FAQ0492,FAQ0268,INT003,INT003,Russian,Russian,0.833333,Работает ли стойка регистрации круглосуточно?,Работает ли стойка регистрации отеля круглосуточно?
FAQ0492,FAQ0364,INT003,INT003,Russian,Russian,0.230769,Работает ли стойка регистрации круглосуточно?,Остаётся ли стойка регистрации доступной для гостей в течение всей ночи?
FAQ0492,FAQ0352,INT003,INT008,Russian,Russian,0.181818,Работает ли стойка регистрации круглосуточно?,Нужно ли предъявлять удостоверение личности при регистрации заезда?
FAQ0492,FAQ0312,INT003,INT006,Russian,Russian,0.153846,Работает ли стойка регистрации круглосуточно?,Я приеду раньше времени регистрации; смогу ли я заселиться в номер раньше?
FAQ0492,FAQ0396,INT003,INT003,Russian,Russian,0.153846,Работает ли стойка регистрации круглосуточно?,Могу ли я связаться со стойкой регистрации в любое время?
FAQ0492,FAQ0249,INT003,INT008,Russian,Russian,0.133333,Работает ли стойка регистрации круглосуточно?,Нужно ли предъявлять удостоверение личности для оформления регистрации в Nile Pearl Hotel?
FAQ0492,FAQ0300,INT003,INT003,Russian,Russian,0.133333,Работает ли стойка регистрации круглосуточно?,Могу ли я обратиться к сотрудникам стойки регистрации в любое время суток?
FAQ0492,FAQ0460,INT003,INT003,Russian,Russian,0.133333,Работает ли стойка регистрации круглосуточно?,"Если мне понадобится помощь ночью, смогу ли я обратиться на стойку регистрации?"
FAQ0492,FAQ0251,INT003,INT008,Russian,Russian,0.125,Работает ли стойка регистрации круглосуточно?,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?"
FAQ0492,FAQ0253,INT003,INT008,Russian,Russian,0.117647,Работает ли стойка регистрации круглосуточно?,"Требуется ли гостям предъявлять документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel?"
FAQ0493,FAQ0397,INT004,INT004,Arabic,Arabic,0.454545,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,ما الساعة التي يُفتح فيها تسجيل الوصول المعتاد للضيوف؟
FAQ0493,FAQ0108,INT004,INT004,Arabic,Arabic,0.357143,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,متى يبدأ موعد تسجيل الوصول المعتاد للضيوف في فندق Nile Pearl Hotel؟
FAQ0493,FAQ0429,INT004,INT004,Arabic,Arabic,0.272727,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,متى يبدأ تسجيل الوصول للضيوف في الفندق؟
FAQ0493,FAQ0112,INT004,INT004,Arabic,Arabic,0.25,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,مرحباً، أنا مقيم في Nile Pearl Hotel وأتمنى معرفة موعد تسجيل الوصول المعتاد؟
FAQ0493,FAQ0285,INT004,INT008,Arabic,Arabic,0.230769,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,ما هي وثيقة إثبات الهوية المطلوبة عند تسجيل الوصول؟
FAQ0493,FAQ0461,INT004,INT004,Arabic,Arabic,0.230769,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟
FAQ0493,FAQ0169,INT004,INT006,Arabic,Arabic,0.222222,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,هل يمكن للنزيل الوصول إلى غرفته قبل موعد تسجيل الدخول المعتاد في Nile Pearl Hotel؟
FAQ0493,FAQ0171,INT004,INT006,Arabic,Arabic,0.214286,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,هل يمكن للضيوف في Nile Pearl Hotel تسجيل الوصول مبكرًا؟
FAQ0493,FAQ0413,INT004,INT008,Arabic,Arabic,0.214286,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,ما وثيقة الهوية التي يجب أن أقدمها عند تسجيل الوصول؟
FAQ0493,FAQ0365,INT004,INT004,Arabic,Arabic,0.210526,ما موعد بدء تسجيل الوصول المعتاد للضيوف؟,إذا وصلت إلى الفندق في فترة ما بعد الظهر، من أي ساعة يمكنني بدء تسجيل الوصول؟
FAQ0494,FAQ0366,INT004,INT004,English,English,0.35,"If I arrive on my check-in day, at what time does normal check-in start?","If I arrive at the hotel in the afternoon, from what time can I start checking in?"
FAQ0494,FAQ0302,INT004,INT004,English,English,0.333333,"If I arrive on my check-in day, at what time does normal check-in start?",I will arrive at the hotel on my check-in day; when can I normally check in?
FAQ0494,FAQ0306,INT004,INT005,English,English,0.315789,"If I arrive on my check-in day, at what time does normal check-in start?",What time should I leave my room on the day of check-out?
FAQ0494,FAQ0098,INT004,INT004,English,English,0.277778,"If I arrive on my check-in day, at what time does normal check-in start?",What time does check-in normally begin at Nile Pearl Hotel?
FAQ0494,FAQ0167,INT004,INT006,English,English,0.259259,"If I arrive on my check-in day, at what time does normal check-in start?",What should a guest do if they arrive at Nile Pearl Hotel before the normal check-in time and need early check-in arrangements?
FAQ0494,FAQ0097,INT004,INT004,English,English,0.25,"If I arrive on my check-in day, at what time does normal check-in start?",At what time does the standard guest check-in begin at Nile Pearl Hotel?
FAQ0494,FAQ0310,INT004,INT006,English,English,0.25,"If I arrive on my check-in day, at what time does normal check-in start?",I will arrive before the check-in time; can I enter my room early?
FAQ0494,FAQ0370,INT004,INT005,English,English,0.238095,"If I arrive on my check-in day, at what time does normal check-in start?",What time does the room need to be vacated on the day of departure?
FAQ0494,FAQ0374,INT004,INT006,English,English,0.238095,"If I arrive on my check-in day, at what time does normal check-in start?","If I arrive before check-in time, can I ask to access the room early?"
