faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0563,INT005,French,Paraphrased,À quel moment de la journée se termine normalement le séjour ?,Active,check_out_time,L'heure normale de départ est 12h00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,L'heure normale de départ est 12h00.
FAQ0564,INT005,Russian,Direct,Во сколько наступает обычное время выезда из отеля?,Active,check_out_time,Стандартное время регистрации выезда — 12:00.,Check-in / Check-out,check_in_check_out.txt,0,Easy,Стандартное время регистрации выезда — 12:00.
FAQ0565,INT006,Arabic,Scenario,إذا وصلت إلى الفندق قبل موعد الدخول، هل يمكنني طلب تسجيل وصول مبكر؟,Active,early_check_in,Early check-in can be requested and is subject to room availability and hotel approval.,Check-in / Check-out,check_in_check_out.txt,0,Medium,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على توفر الغرف وموافقة الفندق.
FAQ0566,INT006,English,Paraphrased,Can an early check-in request be made before the normal check-in time?,Active,early_check_in,Early check-in can be requested and is subject to room availability and hotel approval.,Check-in / Check-out,check_in_check_out.txt,0,Medium,"Yes. Early check-in can be requested, subject to room availability and hotel approval."
FAQ0567,INT006,French,Paraphrased,Une arrivée avant l'heure prévue peut-elle être demandée au Nile Pearl Hotel ?,Active,early_check_in,L'arrivée anticipée peut être demandée et dépend de la disponibilité de la chambre et de l'approbation de l'hôtel.,Check-in / Check-out,check_in_check_out.txt,0,Medium,"Oui. Une arrivée anticipée peut être demandée, selon la disponibilité de la chambre et l'approbation de l'hôtel."
FAQ0568,INT006,Russian,Direct,Можно ли запросить ранний заезд до обычного времени регистрации?,Active,early_check_in,"Ранний заезд можно запросить, но он зависит от наличия свободных номеров и одобрения отеля.",Check-in / Check-out,check_in_check_out.txt,0,Medium,"Да. Ранний заезд можно запросить, но он зависит от наличия свободных номеров и одобрения отеля."
FAQ0569,INT007,Arabic,Paraphrased,هل يمكن تمديد وقت البقاء في الغرفة إلى ما بعد موعد المغادرة؟,Active,late_check_out,Late check-out can be requested and is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,0,Medium,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.
FAQ0570,INT007,English,Scenario,Could I stay in the room beyond the regular departure time?,Active,late_check_out,Late check-out can be requested and is subject to availability and may incur an additional fee.,Check-in / Check-out,check_in_check_out.txt,0,Medium,"Late check-out can be requested, subject to availability, and may incur an additional fee."
FAQ0571,INT007,French,Direct,Est-il possible de demander un départ plus tardif que l'heure normale ?,Active,late_check_out,"Un départ tardif peut être demandé et dépend de la disponibilité, avec des frais supplémentaires possibles.",Check-in / Check-out,check_in_check_out.txt,0,Medium,"Oui. Un départ tardif peut être demandé selon la disponibilité, avec des frais supplémentaires possibles."
FAQ0572,INT007,Russian,Scenario,"Если я захочу выехать позже установленного времени, можно ли подать такой запрос?",Active,late_check_out,"Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.",Check-in / Check-out,check_in_check_out.txt,0,Medium,"Да. Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату."
FAQ0573,INT008,Arabic,Direct,هل يلزم إبراز وثيقة هوية سارية عند تسجيل الوصول؟,Active,identification_required,Guests are required to provide valid identification documents during check-in.,Check-in / Check-out,identification_policy.txt,0,Medium,نعم، يجب على الضيوف تقديم وثيقة هوية سارية أثناء تسجيل الوصول.
FAQ0574,INT008,English,Scenario,"When checking in, am I required to provide valid identification?",Active,identification_required,Guests are required to provide valid identification documents during check-in.,Check-in / Check-out,identification_policy.txt,0,Medium,Yes. Guests are required to provide valid identification documents during check-in.
FAQ0575,INT008,French,Paraphrased,Faut-il présenter une pièce d'identité valide au moment de l'enregistrement ?,Active,identification_required,Les clients doivent présenter une pièce d'identité valide lors de l'enregistrement.,Check-in / Check-out,identification_policy.txt,0,Medium,Oui. Les clients doivent présenter une pièce d'identité valide lors de l'enregistrement.
FAQ0576,INT008,Russian,Direct,"Нужно ли гостям предъявлять действующий документ, удостоверяющий личность, при заезде?",Active,identification_required,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации.",Check-in / Check-out,identification_policy.txt,0,Medium,"Да. При регистрации гости должны предъявить действительный документ, удостоверяющий личность."
