faq_id,intent_id,language,question_type,question,status,intent_name,ground_truth,category,source,attempts,difficulty,answer
FAQ0302,INT004,English,Scenario,I will arrive at the hotel on my check-in day; when can I normally check in?,generated,check_in_time,The standard check-in time is 2:00 PM.,Hotel FAQ,Generated Batch 03,0,Easy,The standard check-in time is 2:00 PM.
FAQ0303,INT004,French,Scenario,J'arriverai à l'hôtel le jour de mon arrivée ; à quelle heure puis-je normalement m'enregistrer ?,generated,check_in_time,L'heure normale d'arrivée est 14h00.,Hotel FAQ,Generated Batch 03,0,Easy,L'heure normale d'arrivée est 14h00.
FAQ0304,INT004,Russian,Scenario,Я приеду в отель в день заезда; когда я обычно могу зарегистрироваться?,generated,check_in_time,Стандартное время заезда — 14:00.,Hotel FAQ,Generated Batch 03,0,Easy,Стандартное время заезда — 14:00.
FAQ0305,INT005,Arabic,Direct,في أي وقت ينبغي أن أغادر الغرفة في يوم تسجيل المغادرة؟,generated,check_out_time,وقت تسجيل المغادرة المعتاد هو الساعة 12:00 ظهرًا.,Hotel FAQ,Generated Batch 03,0,Easy,وقت تسجيل المغادرة المعتاد هو الساعة 12:00 ظهرًا.
FAQ0306,INT005,English,Direct,What time should I leave my room on the day of check-out?,generated,check_out_time,The standard check-out time is 12:00 PM.,Hotel FAQ,Generated Batch 03,0,Easy,The standard check-out time is 12:00 PM.
FAQ0307,INT005,French,Direct,À quelle heure dois-je libérer ma chambre le jour du départ ?,generated,check_out_time,L'heure normale de départ est 12h00.,Hotel FAQ,Generated Batch 03,0,Easy,L'heure normale de départ est 12h00.
FAQ0308,INT005,Russian,Direct,В какое время нужно освободить номер в день выезда?,generated,check_out_time,Стандартное время выезда — 12:00.,Hotel FAQ,Generated Batch 03,0,Easy,Стандартное время выезда — 12:00.
FAQ0309,INT006,Arabic,Scenario,سأصل قبل موعد تسجيل الوصول، فهل يمكنني الدخول إلى غرفتي مبكرًا؟,generated,early_check_in,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على التوافر.,Hotel FAQ,Generated Batch 03,0,Easy,يمكن طلب تسجيل الوصول المبكر، ويعتمد ذلك على التوافر.
FAQ0310,INT006,English,Scenario,I will arrive before the check-in time; can I enter my room early?,generated,early_check_in,Early check-in can be requested and is subject to availability.,Hotel FAQ,Generated Batch 03,0,Easy,Early check-in can be requested and is subject to availability.
FAQ0311,INT006,French,Scenario,J'arriverai avant l'heure d'arrivée prévue ; puis-je accéder à ma chambre plus tôt ?,generated,early_check_in,L'arrivée anticipée peut être demandée et dépend de la disponibilité.,Hotel FAQ,Generated Batch 03,0,Easy,L'arrivée anticipée peut être demandée et dépend de la disponibilité.
FAQ0312,INT006,Russian,Scenario,Я приеду раньше времени регистрации; смогу ли я заселиться в номер раньше?,generated,early_check_in,"Ранний заезд можно запросить, но он зависит от наличия свободных номеров.",Hotel FAQ,Generated Batch 03,0,Easy,"Ранний заезд можно запросить, но он зависит от наличия свободных номеров."
FAQ0313,INT007,Arabic,Direct,هل يوفر الفندق خيار تمديد وقت تسجيل المغادرة إلى وقت لاحق؟,generated,late_check_out,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر.,Hotel FAQ,Generated Batch 03,0,Easy,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر.
FAQ0314,INT007,English,Direct,Does the hotel offer an option to extend the check-out time?,generated,late_check_out,Late check-out can be requested and is subject to availability.,Hotel FAQ,Generated Batch 03,0,Easy,Late check-out can be requested and is subject to availability.
FAQ0315,INT007,French,Direct,L'hôtel propose-t-il de prolonger l'heure de départ ?,generated,late_check_out,Un départ tardif peut être demandé et dépend de la disponibilité.,Hotel FAQ,Generated Batch 03,0,Easy,Un départ tardif peut être demandé et dépend de la disponibilité.
FAQ0316,INT007,Russian,Direct,Предлагает ли отель возможность продлить время выезда?,generated,late_check_out,"Поздний выезд можно запросить, но он зависит от наличия.",Hotel FAQ,Generated Batch 03,0,Easy,"Поздний выезд можно запросить, но он зависит от наличия."
FAQ0317,INT008,Arabic,Scenario,عند وصولي إلى الفندق لتسجيل الدخول، ماذا يجب أن أقدم لإثبات هويتي؟,generated,identification_required,يجب تقديم وثيقة هوية سارية عند تسجيل الوصول.,Hotel FAQ,Generated Batch 03,0,Easy,يجب تقديم وثيقة هوية سارية عند تسجيل الوصول.
FAQ0318,INT008,English,Scenario,"When I arrive at the hotel to check in, what should I provide as identification?",generated,identification_required,A valid identification document is required at check-in.,Hotel FAQ,Generated Batch 03,0,Easy,A valid identification document is required at check-in.
FAQ0319,INT008,French,Scenario,"À mon arrivée à l'hôtel pour m'enregistrer, quel justificatif d'identité dois-je fournir ?",generated,identification_required,Une pièce d'identité valide est requise lors de l'enregistrement.,Hotel FAQ,Generated Batch 03,0,Easy,Une pièce d'identité valide est requise lors de l'enregistrement.
FAQ0320,INT008,Russian,Scenario,При заселении в отель какой документ удостоверяющий личность нужно предоставить?,generated,identification_required,"При регистрации необходимо предъявить действительный документ, удостоверяющий личность.",Hotel FAQ,Generated Batch 03,0,Easy,"При регистрации необходимо предъявить действительный документ, удостоверяющий личность."
