faq_id,intent_id,language,gt_ok,answer_ok,gt_missing,answer_missing,ground_truth,answer,question,ground_truth_master,answer_master,source
FAQ0379,INT007,French,True,False,,additional_fee,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Puis-je prolonger mon séjour dans la chambre au-delà de l'heure normale de départ ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 05
FAQ0384,INT008,Russian,True,False,,valid_identification,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.","Какой документ нужно иметь при себе, чтобы подтвердить личность при прибытии в отель?",Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",Generated Batch 05
FAQ0407,INT006,French,True,False,,availability,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,L'hôtel autorise-t-il l'enregistrement avant l'heure prévue si la chambre est prête ?,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,Generated Batch 06
FAQ0408,INT006,Russian,True,False,,approval,Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,"Разрешает ли отель заселение раньше назначенного времени, если номер уже готов?",Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,Generated Batch 06
FAQ0409,INT007,Arabic,True,False,,"availability, additional_fee",Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,إذا احتجت للبقاء لفترة أطول في يوم المغادرة، هل يمكنني طلب خروج متأخر؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 06
FAQ0411,INT007,French,True,False,,additional_fee,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.","Si j'ai besoin de rester plus longtemps le jour du départ, puis-je demander un départ tardif ?",Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 06
FAQ0416,INT008,Russian,True,False,,valid_identification,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",Какой вид удостоверения личности требуется гостю при заселении?,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",Generated Batch 06
FAQ0439,INT006,French,True,False,,availability,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,L'arrivée anticipée est-elle disponible sur demande au Nile Pearl Hotel ?,Early check-in is subject to room availability and hotel approval.,L'early check-in est possible au Nile Pearl Hotel si la disponibilité de la chambre le permet et avec l'approbation de l'hôtel.,Generated Batch 07
FAQ0440,INT006,Russian,True,False,,approval,Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,Могу ли я запросить раннюю регистрацию до официального времени заезда?,Early check-in is subject to room availability and hotel approval.,Ранняя регистрация заезда в Nile Pearl Hotel возможна при наличии свободных номеров и с согласия отеля.,Generated Batch 07
FAQ0441,INT007,Arabic,True,False,,"availability, additional_fee",Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,هل يمكنني تأخير وقت مغادرة الغرفة عن الموعد المعتاد؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 07
FAQ0443,INT007,French,True,False,,additional_fee,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Puis-je repousser l'heure de départ de ma chambre au-delà de l'horaire habituel ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 07
FAQ0448,INT008,Russian,True,False,,valid_identification,Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.","Когда я приеду в отель для заселения, какой документ, удостоверяющий личность, должен быть у меня с собой?",Guests are required to provide valid identification documents during check-in.,"Да. Гости должны предоставить действительный документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel.",Generated Batch 07
FAQ0480,INT008,Russian,False,False,valid_identification,valid_identification,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации заезда; при этом база знаний не указывает точные виды принимаемых документов.","Да, при заселении необходимо предъявить действительный документ, удостоверяющий личность. База знаний не указывает точные виды принимаемых документов.",Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации заезда; при этом база знаний не указывает точные виды принимаемых документов.","Да, при заселении необходимо предъявить действительный документ, удостоверяющий личность. База знаний не указывает точные виды принимаемых документов.",identification_policy.txt
FAQ0512,INT008,Russian,False,False,valid_identification,valid_identification,"Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации заезда; при этом база знаний не указывает точные виды принимаемых документов.","При регистрации заезда необходимо предъявить действительный документ, удостоверяющий личность. База знаний не указывает точные виды принимаемых документов.","Что нужно предъявить из документов, чтобы пройти регистрацию заезда?","Гости должны предъявить действительный документ, удостоверяющий личность, при регистрации заезда; при этом база знаний не указывает точные виды принимаемых документов.","При регистрации заезда необходимо предъявить действительный документ, удостоверяющий личность. База знаний не указывает точные виды принимаемых документов.",identification_policy.txt
