faq_id,language,question,ground_truth,answer,source,gt_fee_hits,answer_fee_hits,gt_fee_found,answer_fee_found
FAQ0203,Arabic,ما المتطلبات اللازمة لطلب تسجيل خروج متأخر في Nile Pearl Hotel؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0204,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما العوامل التي تحدد إمكانية ذلك؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel بناءً على توافر الغرف، وقد يترتب على ذلك رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0205,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وهل توجد رسوم إضافية؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت هناك متوفرية، ولكن قد يترتب على ذلك رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0206,Arabic,ما الشروط التي قد تحدد الموافقة على تسجيل الخروج المتأخر في Nile Pearl Hotel؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن طلب تسجيل خروج متأخر في Nile Pearl Hotel بناءً على توافر الغرف، وقد يترتب على ذلك رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0207,Arabic,إذا كانت لدي رحلة متأخرة في اليوم التالي، هل يمكنني طلب تسجيل خروج متأخر من Nile Pearl Hotel؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكنك طلب تسجيل خروج متأخر من Nile Pearl Hotel إذا كانت هناك متوفرية، وقد يترتب على ذلك رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0208,Arabic,إذا كانت رحلتي في وقت متأخر من اليوم، هل يمكنني الحصول على تسجيل خروج متأخر من Nile Pearl Hotel، وهل توجد رسوم إضافية؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكنكم الحصول على تسجيل خروج متأخر إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك رسوم إضافية. تنطبق هذه المعلومات على Nile Pearl Hotel.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0209,French,"Est-il possible d'obtenir un départ tardif au Nile Pearl Hotel, et quelles sont les exigences?",Late check-out is subject to availability and may incur an additional fee.,"Monsieur ou Madame, un départ tardif est possible au Nile Pearl Hotel si des places sont encore disponibles, mais il peut être facturé une frais supplémentaire.",check_in_check_out.txt,,\bfrais\b | \bfactur[eé]\w*\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0210,French,Est-il possible de quitter la chambre plus tard que l'heure normale au Nile Pearl Hotel ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0211,French,Quelles conditions faut-il remplir pour bénéficier d'un départ tardif au Nile Pearl Hotel ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0212,French,"Est-ce que je peux bénéficier d'un départ tardif au Nile Pearl Hotel, et quels éléments déterminent sa disponibilité?",Late check-out is subject to availability and may incur an additional fee.,"Madame ou Monsieur, un départ tardif est possible selon la disponibilité, mais il peut engendrer des frais supplémentaires.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0213,French,"Est-ce que je peux avoir un décalage pour le départ tardif au Nile Pearl Hotel, et s'il y a des frais supplémentaires?",Late check-out is subject to availability and may incur an additional fee.,"Madame ou Monsieur, un décalage pour un départ tardif est possible selon la disponibilité, mais peut engendrer des frais supplémentaires.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0214,French,"Est-ce que je peux obtenir un séjour prolongé ou un départ tardif au Nile Pearl Hotel, et si c'est le cas, quelles frais supplémentaires pourrais-je encourir?",Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez obtenir un séjour prolongé ou un départ tardif au Nile Pearl Hotel, selon la disponibilité. Cela peut toutefois engendrer des frais supplémentaires.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0215,French,"Si je souhaite prolonger mon séjour au Nile Pearl Hotel, puis-je bénéficier d'un départ tardif et quels frais supplémentaires dois-je prévoir?",Late check-out is subject to availability and may incur an additional fee.,"Madame ou Monsieur, votre départ tardif est soumis à la disponibilité. Un frais supplémentaire pourra éventuellement s'appliquer.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0216,French,"Si je dois quitter le Nile Pearl Hotel plus tard que prévu, puis-je demander un départ tardif et quelles règles dois-je respecter?",Late check-out is subject to availability and may incur an additional fee.,"Monsieur ou Madame, si vous devez quitter le Nile Pearl Hotel plus tard que prévu, vous pouvez demander un départ tardif. Cependant, cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",check_in_check_out.txt,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0217,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, что мне нужно знать?",Late check-out is subject to availability and may incur an additional fee.,"Да, вы можете получить поздний выезд из Nile Pearl Hotel при наличии свободных номеров, но это может быть с дополнительной оплатой. Пожалуйста, уточните этот вопрос за день до планируемого позднего выезда.",check_in_check_out.txt,,плат\w* | оплат\w* | дополнительн\w*,False,True
FAQ0218,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?",Late check-out is subject to availability and may incur an additional fee.,Поздний выезд из Nile Pearl Hotel возможен при наличии свободных номеров и может потребовать дополнительную плату.,check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0219,Russian,Dans quelles situations un départ après l'heure normale peut-il être accordé ?,Late check-out is subject to availability and may incur an additional fee.,"Да, вы можете получить поздний выезд из Nile Pearl Hotel, если будет доступно свободное место. Однако это может быть с дополнительной оплатой.",check_in_check_out.txt,,плат\w* | оплат\w* | дополнительн\w*,False,True
FAQ0220,Russian,Quelles démarches faut-il suivre pour demander un départ tardif ?,Late check-out is subject to availability and may incur an additional fee.,Поздний выезд из Nile Pearl Hotel возможен при наличии свободных номеров и может потребовать дополнительную плату.,check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0221,Russian,"Как мне можно получить поздний выезд из Nile Pearl Hotel, и на какие дополнительные условия это может бытьdependent?",Late check-out is subject to availability and may incur an additional fee.,"Чтобы получить поздний выезд из Nile Pearl Hotel, необходимо уточнить наличие мест и возможные дополнительные расходы. Поздний выезд предоставляется при наличии свободных номеров и может потребовать дополнительную плату.",check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0222,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и какие возможны дополнительные расходы?",Late check-out is subject to availability and may incur an additional fee.,Поздний выезд из Nile Pearl Hotel возможен при наличии свободных номеров и может потребовать дополнительную плату.,check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0223,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, как это сделать и будут ли дополнительные расходы?",Late check-out is subject to availability and may incur an additional fee.,"Да, вы можете получить поздний выезд из Nile Pearl Hotel, если имеется свободное место. Однако это может быть за дополнительную плату. Для бронирования позднего выезда свяжитесь с нашей ресепшн.",check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0224,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",Late check-out is subject to availability and may incur an additional fee.,"Да, вы можете получить поздний выезд из Nile Pearl Hotel, если будет доступно свободное место. Однако это может быть с дополнительной оплатой.",check_in_check_out.txt,,плат\w* | оплат\w* | дополнительн\w*,False,True
FAQ0281,Arabic,هل يمكنني طلب تسجيل المغادرة في وقت متأخر؟,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,يمكن طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,batch_02,رسوم | اضافي\w*,رسوم | اضافي\w*,True,True
FAQ0282,English,Can I request a late check-out?,Late check-out is subject to availability and may incur an additional fee.,Late check-out at Nile Pearl Hotel is subject to availability and may incur an additional fee.,batch_02,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
FAQ0283,French,Puis-je demander un départ tardif de l'hôtel ?,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,Le départ tardif au Nile Pearl Hotel dépend de la disponibilité et peut entraîner des frais supplémentaires.,batch_02,\bfrais\b | \bsuppl[eé]mentair\w*\b,\bfrais\b | \bsuppl[eé]mentair\w*\b,True,True
FAQ0284,Russian,Можно ли запросить поздний выезд из отеля?,Поздний выезд зависит от наличия и может повлечь дополнительную плату.,Поздний выезд из Nile Pearl Hotel зависит от наличия и может повлечь дополнительную плату.,batch_02,плат\w* | дополнительн\w*,плат\w* | дополнительн\w*,True,True
FAQ0313,Arabic,هل يوفر الفندق خيار تمديد وقت تسجيل المغادرة إلى وقت لاحق؟,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,Generated Batch 03,رسوم | اضافي\w*,رسوم | اضافي\w*,True,True
FAQ0314,English,Does the hotel offer an option to extend the check-out time?,Late check-out can be requested and is subject to availability and may incur an additional fee.,Late check-out can be requested and is subject to availability and may incur an additional fee.,Generated Batch 03,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
FAQ0315,French,L'hôtel propose-t-il de prolonger l'heure de départ ?,"Un départ tardif peut être demandé et dépend de la disponibilité, avec des frais supplémentaires possibles.","Un départ tardif peut être demandé et dépend de la disponibilité, avec des frais supplémentaires possibles.",Generated Batch 03,\bfrais\b | \bsuppl[eé]mentair\w*\b,\bfrais\b | \bsuppl[eé]mentair\w*\b,True,True
FAQ0316,Russian,Предлагает ли отель возможность продлить время выезда?,"Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.","Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.",Generated Batch 03,плат\w* | дополнительн\w*,плат\w* | дополнительн\w*,True,True
FAQ0345,Arabic,هل توجد إمكانية للبقاء في الغرفة بعد موعد تسجيل المغادرة المعتاد؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 04,,مصاريف | اضافي\w*,False,True
FAQ0346,English,Is it possible to remain in the room after the usual check-out time?,Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",Generated Batch 04,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bfee(s)?\s+may\s+apply\b | \bfee\b,True,True
FAQ0347,French,Est-il possible de rester dans la chambre après l'heure habituelle de départ ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 04,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0348,Russian,Можно ли остаться в номере после обычного времени выезда?,Late check-out is subject to availability and may incur an additional fee.,Поздний выезд из Nile Pearl Hotel возможен при наличии свободных номеров и может потребовать дополнительную плату.,Generated Batch 04,,плат\w* | дополнительн\w*,False,True
FAQ0377,Arabic,هل يمكن تمديد إقامتي في الغرفة إلى ما بعد وقت المغادرة؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 05,,مصاريف | اضافي\w*,False,True
FAQ0378,English,Can I extend my room stay beyond the normal departure time?,Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",Generated Batch 05,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bfee(s)?\s+may\s+apply\b | \bfee\b,True,True
FAQ0379,French,Puis-je prolonger mon séjour dans la chambre au-delà de l'heure normale de départ ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 05,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0380,Russian,Предусмотрено ли продление времени проживания в номере после установленного выезда?,Late check-out is subject to availability and may incur an additional fee.,Продление времени проживания в номере после стандартного времени выезда возможно при наличии свободных номеров и может потребовать дополнительную плату.,Generated Batch 05,,плат\w* | дополнительн\w*,False,True
FAQ0409,Arabic,إذا احتجت للبقاء لفترة أطول في يوم المغادرة، هل يمكنني طلب خروج متأخر؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 06,,مصاريف | اضافي\w*,False,True
FAQ0410,English,"If I need to stay longer on my departure day, can I request a later check-out?",Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",Generated Batch 06,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bfee(s)?\s+may\s+apply\b | \bfee\b,True,True
FAQ0411,French,"Si j'ai besoin de rester plus longtemps le jour du départ, puis-je demander un départ tardif ?",Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 06,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0412,Russian,"Если мне нужно остаться подольше в день выезда, могу ли я попросить поздний выезд?",Late check-out is subject to availability and may incur an additional fee.,"Если вам нужно остаться дольше в день выезда, можно запросить поздний выезд. Он зависит от наличия свободных номеров и может потребовать дополнительную плату.",Generated Batch 06,,плат\w* | дополнительн\w*,False,True
FAQ0441,Arabic,هل يمكنني تأخير وقت مغادرة الغرفة عن الموعد المعتاد؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 07,,مصاريف | اضافي\w*,False,True
FAQ0442,English,Can I move my room departure time later than usual?,Late check-out is subject to availability and may incur an additional fee.,"Certainly, late check-out can be arranged at Nile Pearl Hotel if room availability permits. Please note that an additional fee may apply.",Generated Batch 07,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bfee(s)?\s+may\s+apply\b | \bfee\b,True,True
FAQ0443,French,Puis-je repousser l'heure de départ de ma chambre au-delà de l'horaire habituel ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 07,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0444,Russian,Можно ли перенести время выезда из номера на более поздний срок?,Late check-out is subject to availability and may incur an additional fee.,Время выезда из номера можно перенести на более поздний срок при наличии свободных номеров. За поздний выезд может взиматься дополнительная плата.,Generated Batch 07,,плат\w* | дополнительн\w* | взим\w*,False,True
FAQ0473,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,يمكن طلب تسجيل المغادرة المتأخر، لكنه يعتمد على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,رسوم | اضافي\w*,رسوم | اضافي\w*,True,True
FAQ0474,English,"If I need to leave later than the standard time, can I request a late check-out?",Late check-out is subject to availability and may incur an additional fee.,"Late check-out can be requested, but it is subject to availability and may incur an additional fee.",check_in_check_out.txt,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
FAQ0475,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,"Le départ tardif peut être demandé, mais il dépend de la disponibilité et peut entraîner des frais supplémentaires.",check_in_check_out.txt,\bfrais\b | \bsuppl[eé]mentair\w*\b,\bfrais\b | \bsuppl[eé]mentair\w*\b,True,True
FAQ0476,Russian,"Если мне нужно задержаться в номере после обычного времени выезда, могу ли я запросить поздний выезд?",Поздний выезд зависит от наличия свободных мест и может повлечь дополнительную плату.,"Поздний выезд можно запросить, но он зависит от наличия свободных мест и может повлечь дополнительную плату.",check_in_check_out.txt,плат\w* | дополнительн\w*,плат\w* | дополнительн\w*,True,True
FAQ0505,Arabic,هل يمكنني طلب تسجيل المغادرة بعد الموعد المعتاد؟,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,يمكن طلب تسجيل المغادرة المتأخر، لكنه يعتمد على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,رسوم | اضافي\w*,رسوم | اضافي\w*,True,True
FAQ0506,English,What conditions apply if I want to check out later than usual?,Late check-out is subject to availability and may incur an additional fee.,Late check-out is subject to availability and may incur an additional fee.,check_in_check_out.txt,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
FAQ0507,French,Quelles sont les conditions pour demander un départ tardif ?,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,Le départ tardif dépend de la disponibilité et peut entraîner des frais supplémentaires.,check_in_check_out.txt,\bfrais\b | \bsuppl[eé]mentair\w*\b,\bfrais\b | \bsuppl[eé]mentair\w*\b,True,True
FAQ0508,Russian,От чего зависит возможность позднего выезда из отеля?,Поздний выезд зависит от наличия свободных мест и может повлечь дополнительную плату.,Поздний выезд зависит от наличия свободных мест и может повлечь дополнительную плату.,check_in_check_out.txt,плат\w* | дополнительн\w*,плат\w* | дополнительн\w*,True,True
FAQ0537,Arabic,هل يمكنني طلب البقاء في الغرفة بعد وقت تسجيل المغادرة المعتاد؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0538,English,I need to stay in my room longer on departure day. Can late check-out be requested?,Late check-out can be requested and is subject to availability and may incur an additional fee.,Late check-out can be requested and is subject to availability and may incur an additional fee.,check_in_check_out.txt,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
FAQ0539,French,Puis-je conserver ma chambre plus longtemps le jour de mon départ ?,"Un départ tardif peut être demandé et dépend de la disponibilité, avec des frais supplémentaires possibles.","Un départ tardif peut être demandé, selon la disponibilité, et des frais supplémentaires peuvent s'appliquer.",check_in_check_out.txt,\bfrais\b | \bsuppl[eé]mentair\w*\b,\bfrais\b | \bsuppl[eé]mentair\w*\b,True,True
FAQ0540,Russian,"Если мне нужно остаться в номере дольше обычного в день выезда, можно ли запросить поздний выезд?","Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.","Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.",check_in_check_out.txt,плат\w* | дополнительн\w*,плат\w* | дополнительн\w*,True,True
FAQ0569,Arabic,هل يمكن تمديد وقت البقاء في الغرفة إلى ما بعد موعد المغادرة؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0570,English,Could I stay in the room beyond the regular departure time?,Late check-out can be requested and is subject to availability and may incur an additional fee.,"Late check-out can be requested, subject to availability, and may incur an additional fee.",check_in_check_out.txt,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
FAQ0571,French,Est-il possible de demander un départ plus tardif que l'heure normale ?,"Un départ tardif peut être demandé et dépend de la disponibilité, avec des frais supplémentaires possibles.","Oui. Un départ tardif peut être demandé selon la disponibilité, avec des frais supplémentaires possibles.",check_in_check_out.txt,\bfrais\b | \bsuppl[eé]mentair\w*\b,\bfrais\b | \bsuppl[eé]mentair\w*\b,True,True
FAQ0572,Russian,"Если я захочу выехать позже установленного времени, можно ли подать такой запрос?","Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.","Да. Поздний выезд можно запросить, но он зависит от наличия и может повлечь дополнительную плату.",check_in_check_out.txt,плат\w* | дополнительн\w*,плат\w* | дополнительн\w*,True,True
FAQ0601,Arabic,هل أستطيع طلب المغادرة في وقت متأخر عن الموعد المعتاد؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0602,English,Can guests request a later check-out than the normal departure time?,Late check-out can be requested and is subject to availability and may incur an additional fee.,"Yes. Late check-out can be requested, subject to availability, and may incur an additional fee.",check_in_check_out.txt,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,\badditional\s+fee(s)?\b | \bmay\s+incur\b.*\bfee\b | \bfee\b,True,True
