faq_id,language,question,ground_truth,answer,source,gt_fee_hits,answer_fee_hits,gt_fee_found,answer_fee_found
FAQ0222,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и какие возможны дополнительные расходы?",Late check-out is subject to availability and may incur an additional fee.,Поздний выезд из Nile Pearl Hotel возможен при наличии свободных номеров и может потребовать дополнительную плату.,check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0223,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если да, как это сделать и будут ли дополнительные расходы?",Late check-out is subject to availability and may incur an additional fee.,"Да, вы можете получить поздний выезд из Nile Pearl Hotel, если имеется свободное место. Однако это может быть за дополнительную плату. Для бронирования позднего выезда свяжитесь с нашей ресепшн.",check_in_check_out.txt,,плат\w* | дополнительн\w*,False,True
FAQ0224,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и если это возможно, под какие условия и будут ли какие-либо дополнительные расходы?",Late check-out is subject to availability and may incur an additional fee.,"Да, вы можете получить поздний выезд из Nile Pearl Hotel, если будет доступно свободное место. Однако это может быть с дополнительной оплатой.",check_in_check_out.txt,,плат\w* | оплат\w* | дополнительн\w*,False,True
FAQ0345,Arabic,هل توجد إمكانية للبقاء في الغرفة بعد موعد تسجيل المغادرة المعتاد؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 04,,مصاريف | اضافي\w*,False,True
FAQ0347,French,Est-il possible de rester dans la chambre après l'heure habituelle de départ ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 04,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0348,Russian,Можно ли остаться в номере после обычного времени выезда?,Late check-out is subject to availability and may incur an additional fee.,Поздний выезд из Nile Pearl Hotel возможен при наличии свободных номеров и может потребовать дополнительную плату.,Generated Batch 04,,плат\w* | дополнительн\w*,False,True
FAQ0377,Arabic,هل يمكن تمديد إقامتي في الغرفة إلى ما بعد وقت المغادرة؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 05,,مصاريف | اضافي\w*,False,True
FAQ0379,French,Puis-je prolonger mon séjour dans la chambre au-delà de l'heure normale de départ ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 05,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0380,Russian,Предусмотрено ли продление времени проживания в номере после установленного выезда?,Late check-out is subject to availability and may incur an additional fee.,Продление времени проживания в номере после стандартного времени выезда возможно при наличии свободных номеров и может потребовать дополнительную плату.,Generated Batch 05,,плат\w* | дополнительн\w*,False,True
FAQ0409,Arabic,إذا احتجت للبقاء لفترة أطول في يوم المغادرة، هل يمكنني طلب خروج متأخر؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 06,,مصاريف | اضافي\w*,False,True
FAQ0411,French,"Si j'ai besoin de rester plus longtemps le jour du départ, puis-je demander un départ tardif ?",Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 06,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0412,Russian,"Если мне нужно остаться подольше в день выезда, могу ли я попросить поздний выезд?",Late check-out is subject to availability and may incur an additional fee.,"Если вам нужно остаться дольше в день выезда, можно запросить поздний выезд. Он зависит от наличия свободных номеров и может потребовать дополнительную плату.",Generated Batch 06,,плат\w* | дополнительн\w*,False,True
FAQ0441,Arabic,هل يمكنني تأخير وقت مغادرة الغرفة عن الموعد المعتاد؟,Late check-out is subject to availability and may incur an additional fee.,نعم، يمكن الحصول على تسجيل خروج متأخر في Nile Pearl Hotel إذا كانت المتوفرية موجودة، ولكن قد يترتب على ذلك مصاريف إضافية.,Generated Batch 07,,مصاريف | اضافي\w*,False,True
FAQ0443,French,Puis-je repousser l'heure de départ de ma chambre au-delà de l'horaire habituel ?,Late check-out is subject to availability and may incur an additional fee.,"Oui, vous pouvez demander un départ tardif au Nile Pearl Hotel, mais cela dépend de la disponibilité et peut engendrer une frais supplémentaire.",Generated Batch 07,,\bfrais\b | \bsuppl[eé]mentair\w*\b,False,True
FAQ0444,Russian,Можно ли перенести время выезда из номера на более поздний срок?,Late check-out is subject to availability and may incur an additional fee.,Время выезда из номера можно перенести на более поздний срок при наличии свободных номеров. За поздний выезд может взиматься дополнительная плата.,Generated Batch 07,,плат\w* | дополнительн\w* | взим\w*,False,True
FAQ0537,Arabic,هل يمكنني طلب البقاء في الغرفة بعد وقت تسجيل المغادرة المعتاد؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0569,Arabic,هل يمكن تمديد وقت البقاء في الغرفة إلى ما بعد موعد المغادرة؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0601,Arabic,هل أستطيع طلب المغادرة في وقت متأخر عن الموعد المعتاد؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
FAQ0633,Arabic,هل يمكن طلب تسجيل المغادرة بعد الوقت المحدد عادةً؟,Late check-out can be requested and is subject to availability and may incur an additional fee.,يمكن طلب تسجيل المغادرة المتأخر، ويعتمد ذلك على التوافر وقد تترتب رسوم إضافية.,check_in_check_out.txt,,رسوم | اضافي\w*,False,True
