new_faq_id,new_intent,new_language,new_question,existing_faq_id,existing_intent,existing_language,existing_question,similarity,same_intent,same_language
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0123,INT004,Russian,В какое время начинается регистрация заезда в Nile Pearl Hotel?,0.9580175280570984,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0246,INT008,French,Le Nile Pearl Hotel demandera-t-il un document d'identité valide au moment de l'enregistrement?,0.9574122428894043,True,True
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0104,INT004,English,"As a guest arriving at Nile Pearl Hotel, what time can I normally check in?",0.9571480751037598,True,True
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0251,INT008,Russian,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?",0.9569443464279175,True,False
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0110,INT004,Arabic,ما الموعد الرسمي لبدء إجراءات تسجيل الوصول في فندق Nile Pearl Hotel؟,0.9564417004585266,True,True
FAQ0456,INT002,Russian,Сколько звёзд у Nile Pearl Hotel?,FAQ0052,INT002,French,Quel est le classement du Nile Pearl Hotel en nombre d'étoiles?,0.9564306139945984,True,False
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0050,INT002,French,Combien d'étoiles a l'hôtel Nile Pearl Hotel?,0.9550290107727051,True,False
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0147,INT005,French,À quelle heure faut-il effectuer le départ du Nile Pearl Hotel?,0.955018162727356,True,False
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0149,INT005,French,Jusqu'à quelle heure dois-je quitter ma chambre au Nile Pearl Hotel?,0.9548826217651367,True,True
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0264,INT002,Russian,Сколько звёзд или какой класс имеет Nile Pearl Hotel?,0.954857587814331,True,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0181,INT006,French,"Puis-je demander un enregistrement anticipé au Nile Pearl Hotel, et comment puis-je confirmer sa disponibilité ?",0.9544281959533691,True,True
FAQ0456,INT002,Russian,Сколько звёзд у Nile Pearl Hotel?,FAQ0261,INT002,Arabic,كم عدد النجوم التي حصل عليها Nile Pearl Hotel؟,0.9529684782028198,True,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0191,INT006,Russian,"Если я приеду раньше времени заезда, смогу ли я заранее зарегистрироваться заезда в Nile Pearl Hotel?",0.9522691965103149,True,False
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0045,INT002,Arabic,ما فئة النجوم التي ينتمي إليها Nile Pearl Hotel؟,0.9519580602645874,True,True
FAQ0470,INT006,English,Can I request an early check-in before the normal check-in time?,FAQ0438,INT006,English,Can I request early check-in before the official time?,0.9507500529289246,True,True
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0109,INT004,Arabic,متى يمكنني تسجيل الوصول في فندق Nile Pearl Hotel؟,0.950424313545227,True,True
FAQ0456,INT002,Russian,Сколько звёзд у Nile Pearl Hotel?,FAQ0049,INT002,French,Quel est le nombre d'étoiles attribué au Nile Pearl Hotel?,0.9502975940704346,True,False
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0207,INT007,Arabic,إذا كانت لدي رحلة متأخرة في اليوم التالي، هل يمكنني طلب تسجيل خروج متأخر من Nile Pearl Hotel؟,0.9501665234565735,True,True
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0251,INT008,Russian,"Нужно ли предъявлять действительный документ, удостоверяющий личность, при регистрации в Nile Pearl Hotel?",0.9501028656959534,True,True
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0260,INT001,Russian,В каком районе города находится отель Nile Pearl Hotel?,0.9500526189804077,True,True
FAQ0450,INT001,English,Which city is home to the Nile Pearl Hotel?,FAQ0006,INT001,English,In which major city can Nile Pearl Hotel be found?,0.950028657913208,True,True
FAQ0456,INT002,Russian,Сколько звёзд у Nile Pearl Hotel?,FAQ0033,INT002,English,How many stars is Nile Pearl Hotel rated?,0.949913740158081,True,False
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0129,INT005,English,At what time must guests normally complete check-out at Nile Pearl Hotel?,0.9493046998977661,True,True
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0187,INT006,Russian,Могу ли я заранее прибыть в Nile Pearl Hotel и провести регистрацию заезда до обычного времени?,0.9487049579620361,True,False
FAQ0450,INT001,English,Which city is home to the Nile Pearl Hotel?,FAQ0002,INT001,English,Could you tell me which city and area Nile Pearl Hotel is in?,0.9487015008926392,True,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0113,INT004,French,Quelle est l'heure de début d'arrivée au Nile Pearl Hotel?,0.9485803842544556,True,False
FAQ0129,INT005,English,At what time must guests normally complete check-out at Nile Pearl Hotel?,FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,0.9483778476715088,False,True
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0129,INT005,English,At what time must guests normally complete check-out at Nile Pearl Hotel?,0.9483778476715088,False,True
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0339,INT005,French,Quelle est l'heure habituelle limite pour libérer la chambre au Nile Pearl Hotel ?,0.9483633637428284,True,True
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0100,INT004,English,What time is check-in usually available at Nile Pearl Hotel?,0.9479849338531494,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0386,INT001,English,In which part of Cairo should I look for Nile Pearl Hotel?,0.9473674297332764,True,False
FAQ0471,INT006,French,Est-il possible de demander un enregistrement anticipé au Nile Pearl Hotel ?,FAQ0180,INT006,French,Peut-on demander un enregistrement anticipé au Nile Pearl Hotel avant l'heure normale?,0.9468052387237549,True,True
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0173,INT006,Arabic,هل يمكنني الوصول إلى الفندق وتسجيل الوصول مبكرًا قبل الوقت المعتاد في Nile Pearl Hotel؟,0.9462425112724304,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0008,INT001,English,"For a trip to Egypt, which part of Cairo should I look for Nile Pearl Hotel in?",0.9456098079681396,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0385,INT001,Arabic,في أي مدينة يوجد Nile Pearl Hotel؟,0.9449608325958252,True,False
FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,FAQ0035,INT002,English,What category of hotel is Nile Pearl Hotel classified as?,0.944817066192627,True,False
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0113,INT004,French,Quelle est l'heure de début d'arrivée au Nile Pearl Hotel?,0.9447749853134155,True,False
FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,FAQ0359,INT002,French,Quel est le classement général attribué au Nile Pearl Hotel ?,0.9441862106323242,True,True
FAQ0461,INT004,Arabic,متى يبدأ تسجيل الوصول المعتاد في Nile Pearl Hotel؟,FAQ0126,INT004,Russian,В какое время обычно доступна регистрация заезда в Nile Pearl Hotel?,0.9439533352851868,True,False
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0291,INT001,French,"Si je cherche l'hôtel au Caire, où se trouve exactement le Nile Pearl Hotel ?",0.9436937570571899,True,False
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0241,INT008,French,L'hôtel Nile Pearl Hotel exige-t-il une pièce d'identité valide lors de l'enregistrement?,0.9435638189315796,True,True
FAQ0473,INT007,Arabic,هل يمكنني طلب تسجيل المغادرة المتأخر في Nile Pearl Hotel؟,FAQ0204,INT007,Arabic,هل يمكنني الحصول على تسجيل خروج متأخر في Nile Pearl Hotel، وما العوامل التي تحدد إمكانية ذلك؟,0.9435311555862427,True,True
FAQ0336,INT004,Russian,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9433681964874268,False,True
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0336,INT004,Russian,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.9433681964874268,False,True
FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,FAQ0327,INT002,French,Comment le Nile Pearl Hotel est-il classé selon son niveau hôtelier ?,0.9426156878471375,True,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0124,INT004,Russian,В какое время обычно можно заселиться в Nile Pearl Hotel?,0.9421738982200623,True,True
FAQ0114,INT004,French,À quelle heure puis-je effectuer mon entrée au Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.94197678565979,False,False
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0114,INT004,French,À quelle heure puis-je effectuer mon entrée au Nile Pearl Hotel?,0.94197678565979,False,False
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0097,INT004,English,At what time does the standard guest check-in begin at Nile Pearl Hotel?,0.94175124168396,True,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0123,INT004,Russian,В какое время начинается регистрация заезда в Nile Pearl Hotel?,0.9412776231765747,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0292,INT001,Russian,"Если я ищу отель в Каире, где именно находится Nile Pearl Hotel?",0.9410232305526733,True,False
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,0.9404658675193787,False,True
FAQ0456,INT002,Russian,Сколько звёзд у Nile Pearl Hotel?,FAQ0042,INT002,Arabic,ما هو عدد النجوم التي يتم تقييم فندق Nile Pearl Hotel بها؟,0.9400787353515625,True,False
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0101,INT004,English,Could you tell me the usual time guests are expected to arrive and complete check-in at Nile Pearl Hotel?,0.9397504925727844,True,True
FAQ0453,INT002,Arabic,ما تصنيف Nile Pearl Hotel من حيث عدد النجوم؟,FAQ0033,INT002,English,How many stars is Nile Pearl Hotel rated?,0.9396708607673645,True,False
FAQ0475,INT007,French,Le départ tardif est-il possible au Nile Pearl Hotel ?,FAQ0218,INT007,Russian,"Могу ли я получить поздний выезд из Nile Pearl Hotel, и под какие условия это возможно?",0.9395321607589722,True,False
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0099,INT004,English,When can guests check in at Nile Pearl Hotel?,0.9390804767608643,True,True
FAQ0102,INT004,English,At what time can I normally check in at Nile Pearl Hotel?,FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,0.9390791058540344,False,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0102,INT004,English,At what time can I normally check in at Nile Pearl Hotel?,0.9390791058540344,False,True
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0242,INT008,French,Quels documents d'identité sont requis lors de l'enregistrement au Nile Pearl Hotel?,0.9388972520828247,True,True
FAQ0465,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إخلاء الغرفة عند المغادرة؟,FAQ0433,INT005,Arabic,ما الموعد المعتاد الذي يجب فيه إنهاء المغادرة من الغرفة؟,0.9385303258895874,True,True
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0030,INT001,Russian,В каком районе Каира расположен Nile Pearl Hotel?,0.9384236335754395,True,False
FAQ0478,INT008,English,What identification is required to complete check-in at Nile Pearl Hotel?,FAQ0226,INT008,English,What identification documents are required at Nile Pearl Hotel during check-in?,0.9381712079048157,True,True
FAQ0479,INT008,French,Un document d'identité est-il nécessaire pour effectuer l'enregistrement au Nile Pearl Hotel ?,FAQ0253,INT008,Russian,"Требуется ли гостям предъявлять документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel?",0.9379832148551941,True,False
FAQ0124,INT004,Russian,В какое время обычно можно заселиться в Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9377655982971191,False,True
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0124,INT004,Russian,В какое время обычно можно заселиться в Nile Pearl Hotel?,0.9377655982971191,False,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0122,INT004,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,0.937703013420105,True,True
FAQ0098,INT004,English,What time does check-in normally begin at Nile Pearl Hotel?,FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,0.9375630021095276,False,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0098,INT004,English,What time does check-in normally begin at Nile Pearl Hotel?,0.9375630021095276,False,True
FAQ0464,INT004,Russian,Во сколько начинается стандартное заселение в Nile Pearl Hotel?,FAQ0336,INT004,Russian,С какого часа гостям разрешается заселение в Nile Pearl Hotel?,0.936902642250061,True,True
FAQ0009,INT001,Arabic,ما هو موقع فندق Nile Pearl Hotel بالتحديد؟,FAQ0455,INT002,French,Quelle est la catégorie du Nile Pearl Hotel ?,0.9366946220397949,False,False
FAQ0467,INT005,French,"Si je termine mon séjour au Nile Pearl Hotel, à quelle heure dois-je libérer ma chambre ?",FAQ0136,INT005,English,By what time should I leave my room when checking out of Nile Pearl Hotel?,0.9365024566650391,True,False
FAQ0462,INT004,English,From what time can guests normally check in at Nile Pearl Hotel?,FAQ0116,INT004,French,Quelle heure est le check-in standard à l'hôtel Nile Pearl Hotel?,0.9364639520645142,True,False
FAQ0469,INT006,Arabic,إذا وصلت إلى Nile Pearl Hotel قبل الموعد المعتاد، هل يمكنني طلب تسجيل الوصول المبكر؟,FAQ0180,INT006,French,Peut-on demander un enregistrement anticipé au Nile Pearl Hotel avant l'heure normale?,0.936324954032898,True,False
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0010,INT001,Arabic,أين يقع فندق Nile Pearl Hotel بالنسبة للمنطقة المحيطة؟,0.9358932971954346,True,False
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0253,INT008,Russian,"Требуется ли гостям предъявлять документ, удостоверяющий личность, при регистрации заезда в Nile Pearl Hotel?",0.9348430633544922,True,True
FAQ0122,INT004,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,0.9348211288452148,False,True
FAQ0468,INT005,Russian,К какому времени нужно освободить номер в Nile Pearl Hotel?,FAQ0122,INT004,Russian,В какое время гости могут зарегистрироваться и заселиться в Nile Pearl Hotel?,0.9348211288452148,False,True
FAQ0480,INT008,Russian,Нужно ли предъявлять действующее удостоверение личности при заселении в Nile Pearl Hotel?,FAQ0241,INT008,French,L'hôtel Nile Pearl Hotel exige-t-il une pièce d'identité valide lors de l'enregistrement?,0.9347835779190063,True,False
FAQ0449,INT001,Arabic,إذا كنت أخطط للإقامة في القاهرة، ففي أي مدينة يقع Nile Pearl Hotel؟,FAQ0353,INT001,Arabic,إذا وصلت إلى القاهرة وأردت التوجه مباشرة إلى Nile Pearl Hotel، فأي موقع أو منطقة أبحث عنها؟,0.9335952401161194,True,True
FAQ0452,INT001,Russian,"Если я собираюсь остановиться в Nile Pearl Hotel, в каком городе находится отель?",FAQ0029,INT001,Russian,В какой части города расположен Nile Pearl Hotel?,0.9332445859909058,True,True
FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,FAQ0097,INT004,English,At what time does the standard guest check-in begin at Nile Pearl Hotel?,0.9330112934112549,False,True
FAQ0097,INT004,English,At what time does the standard guest check-in begin at Nile Pearl Hotel?,FAQ0466,INT005,English,What is the standard check-out time at Nile Pearl Hotel?,0.9330112934112549,False,True
